"StateFIPS","State","CountyFIPS","County","Year","Value","Data Comment","95% Confidence Interval","Confidence Interval Low","Confidence Interval High",
"32","Nevada","32011","Eureka","2021","22.3%","","(18.2% - 26.9%)","18.2%","26.9%",
"32","Nevada","32013","Humboldt","2019","18.3%","","(17.3% - 19.2%)","17.3%","19.2%",
"32","Nevada","32013","Humboldt","2020","20.8%","","(19.7% - 21.8%)","19.7%","21.8%",
"32","Nevada","32013","Humboldt","2021","20.8%","","(16.9% - 24.8%)","16.9%","24.8%",
"32","Nevada","32015","Lander","2019","19.2%","","(18.3% - 20.1%)","18.3%","20.1%",
"32","Nevada","32015","Lander","2020","21.7%","","(20.5% - 22.8%)","20.5%","22.8%",
"32","Nevada","32015","Lander","2021","21.6%","","(17.7% - 26.3%)","17.7%","26.3%",
"32","Nevada","32017","Lincoln","2019","19.4%","","(18.3% - 20.6%)","18.3%","20.6%",
"32","Nevada","32017","Lincoln","2020","20.8%","","(19.7% - 22.0%)","19.7%","22.0%",
"32","Nevada","32017","Lincoln","2021","21.7%","","(17.5% - 26.1%)","17.5%","26.1%",
"32","Nevada","32019","Lyon","2019","20.4%","","(19.3% - 21.4%)","19.3%","21.4%",
"32","Nevada","32019","Lyon","2020","20.3%","","(19.3% - 21.4%)","19.3%","21.4%",
"32","Nevada","32019","Lyon","2021","21.6%","","(17.7% - 25.6%)","17.7%","25.6%",
"32","Nevada","32021","Mineral","2019","20.4%","","(19.7% - 21.3%)","19.7%","21.3%",
"32","Nevada","32021","Mineral","2020","22.5%","","(21.6% - 23.6%)","21.6%","23.6%",
"32","Nevada","32021","Mineral","2021","22.8%","","(18.7% - 27.3%)","18.7%","27.3%",
"32","Nevada","32023","Nye","2019","19.6%","","(18.7% - 20.5%)","18.7%","20.5%",
"32","Nevada","32023","Nye","2020","21.7%","","(20.7% - 22.8%)","20.7%","22.8%",
"32","Nevada","32023","Nye","2021","23.1%","","(19.3% - 27.4%)","19.3%","27.4%",
"32","Nevada","32027","Pershing","2019","17.1%","","(16.2% - 17.9%)","16.2%","17.9%",
"32","Nevada","32027","Pershing","2020","18.6%","","(17.6% - 19.6%)","17.6%","19.6%",
"32","Nevada","32027","Pershing","2021","19.0%","","(15.2% - 23.1%)","15.2%","23.1%",
"32","Nevada","32029","Storey","2019","18.9%","","(17.8% - 20.0%)","17.8%","20.0%",
"32","Nevada","32029","Storey","2020","20.2%","","(19.1% - 21.6%)","19.1%","21.6%",
"32","Nevada","32029","Storey","2021","21.7%","","(17.6% - 26.2%)","17.6%","26.2%",
"32","Nevada","32031","Washoe","2019","16.8%","","(15.9% - 17.6%)","15.9%","17.6%",
"32","Nevada","32031","Washoe","2020","19.3%","","(18.4% - 20.3%)","18.4%","20.3%",
"32","Nevada","32031","Washoe","2021","19.2%","","(16.4% - 22.3%)","16.4%","22.3%",
"32","Nevada","32033","White Pine","2019","18.2%","","(17.3% - 19.1%)","17.3%","19.1%",
"32","Nevada","32033","White Pine","2020","20.4%","","(19.4% - 21.4%)","19.4%","21.4%",
"32","Nevada","32033","White Pine","2021","20.0%","","(16.0% - 24.6%)","16.0%","24.6%",
"33","New Hampshire","33001","Belknap","2019","21.5%","","(20.1% - 22.8%)","20.1%","22.8%",
"33","New Hampshire","33001","Belknap","2020","21.4%","","(19.9% - 22.8%)","19.9%","22.8%",
"33","New Hampshire","33001","Belknap","2021","23.9%","","(20.2% - 27.5%)","20.2%","27.5%",
"33","New Hampshire","33003","Carroll","2019","22.2%","","(20.8% - 23.7%)","20.8%","23.7%",
"33","New Hampshire","33003","Carroll","2020","22.0%","","(20.6% - 23.4%)","20.6%","23.4%",
"33","New Hampshire","33003","Carroll","2021","24.3%","","(21.0% - 28.0%)","21.0%","28.0%",
"33","New Hampshire","33005","Cheshire","2019","22.3%","","(20.9% - 23.7%)","20.9%","23.7%",
"33","New Hampshire","33005","Cheshire","2020","24.0%","","(22.7% - 25.5%)","22.7%","25.5%",
"33","New Hampshire","33005","Cheshire","2021","24.0%","","(20.5% - 27.5%)","20.5%","27.5%",
"33","New Hampshire","33007","Coos","2019","22.2%","","(20.9% - 23.5%)","20.9%","23.5%",
"33","New Hampshire","33007","Coos","2020","23.7%","","(22.4% - 25.1%)","22.4%","25.1%",
"33","New Hampshire","33007","Coos","2021","26.3%","","(22.4% - 30.2%)","22.4%","30.2%",
"33","New Hampshire","33009","Grafton","2019","22.2%","","(20.9% - 23.6%)","20.9%","23.6%",
"33","New Hampshire","33009","Grafton","2020","23.3%","","(22.1% - 24.7%)","22.1%","24.7%",
"33","New Hampshire","33009","Grafton","2021","24.4%","","(20.8% - 28.2%)","20.8%","28.2%",
"33","New Hampshire","33011","Hillsborough","2019","19.4%","","(18.3% - 20.5%)","18.3%","20.5%",
"33","New Hampshire","33011","Hillsborough","2020","21.0%","","(19.8% - 22.3%)","19.8%","22.3%",
"33","New Hampshire","33011","Hillsborough","2021","22.9%","","(20.1% - 25.8%)","20.1%","25.8%",
"33","New Hampshire","33013","Merrimack","2019","22.2%","","(20.8% - 23.5%)","20.8%","23.5%",
"33","New Hampshire","33013","Merrimack","2020","24.3%","","(23.0% - 25.7%)","23.0%","25.7%",
"33","New Hampshire","33013","Merrimack","2021","23.5%","","(20.4% - 26.9%)","20.4%","26.9%",
"33","New Hampshire","33015","Rockingham","2019","19.4%","","(18.3% - 20.7%)","18.3%","20.7%",
"33","New Hampshire","33015","Rockingham","2020","19.9%","","(18.6% - 21.2%)","18.6%","21.2%",
"33","New Hampshire","33015","Rockingham","2021","23.2%","","(20.2% - 26.4%)","20.2%","26.4%",
"33","New Hampshire","33017","Strafford","2019","22.5%","","(21.2% - 23.8%)","21.2%","23.8%",
"33","New Hampshire","33017","Strafford","2020","25.3%","","(23.9% - 26.6%)","23.9%","26.6%",
"33","New Hampshire","33017","Strafford","2021","25.2%","","(21.3% - 29.2%)","21.3%","29.2%",
"33","New Hampshire","33019","Sullivan","2019","22.6%","","(21.2% - 24.0%)","21.2%","24.0%",
"33","New Hampshire","33019","Sullivan","2020","24.4%","","(23.0% - 25.9%)","23.0%","25.9%",
"33","New Hampshire","33019","Sullivan","2021","26.3%","","(22.4% - 30.4%)","22.4%","30.4%",
"34","New Jersey","34001","Atlantic","2020","19.0%","","(18.1% - 19.8%)","18.1%","19.8%",
"34","New Jersey","34001","Atlantic","2021","20.7%","","(17.5% - 24.1%)","17.5%","24.1%",
"34","New Jersey","34003","Bergen","2020","16.1%","","(15.3% - 16.9%)","15.3%","16.9%",
"34","New Jersey","34003","Bergen","2021","15.8%","","(13.5% - 18.2%)","13.5%","18.2%",
"34","New Jersey","34005","Burlington","2020","19.1%","","(18.1% - 20.0%)","18.1%","20.0%",
"34","New Jersey","34005","Burlington","2021","20.2%","","(17.1% - 23.4%)","17.1%","23.4%",
"34","New Jersey","34007","Camden","2020","19.5%","","(18.7% - 20.4%)","18.7%","20.4%",
"34","New Jersey","34007","Camden","2021","21.6%","","(18.4% - 24.8%)","18.4%","24.8%",
"34","New Jersey","34009","Cape May","2020","18.7%","","(17.6% - 19.9%)","17.6%","19.9%",
"34","New Jersey","34009","Cape May","2021","22.7%","","(19.0% - 26.7%)","19.0%","26.7%",
"34","New Jersey","34011","Cumberland","2020","20.4%","","(19.5% - 21.3%)","19.5%","21.3%",
"34","New Jersey","34011","Cumberland","2021","20.4%","","(16.8% - 24.2%)","16.8%","24.2%",
"34","New Jersey","34013","Essex","2020","17.1%","","(16.3% - 17.8%)","16.3%","17.8%",
"34","New Jersey","34013","Essex","2021","17.0%","","(14.6% - 19.6%)","14.6%","19.6%",
"34","New Jersey","34015","Gloucester","2020","18.5%","","(17.5% - 19.5%)","17.5%","19.5%",
"34","New Jersey","34015","Gloucester","2021","21.3%","","(17.7% - 25.0%)","17.7%","25.0%",
"34","New Jersey","34017","Hudson","2020","15.4%","","(14.7% - 16.2%)","14.7%","16.2%",
"34","New Jersey","34017","Hudson","2021","16.6%","","(14.3% - 19.1%)","14.3%","19.1%",
"34","New Jersey","34019","Hunterdon","2020","17.6%","","(16.5% - 18.8%)","16.5%","18.8%",
"34","New Jersey","34019","Hunterdon","2021","21.4%","","(17.7% - 25.4%)","17.7%","25.4%",
"34","New Jersey","34021","Mercer","2020","16.7%","","(16.0% - 17.5%)","16.0%","17.5%",
"34","New Jersey","34021","Mercer","2021","19.0%","","(16.1% - 22.1%)","16.1%","22.1%",
"34","New Jersey","34023","Middlesex","2020","13.9%","","(13.2% - 14.5%)","13.2%","14.5%",
"34","New Jersey","34023","Middlesex","2021","17.0%","","(14.6% - 19.8%)","14.6%","19.8%",
"34","New Jersey","34025","Monmouth","2020","17.7%","","(16.7% - 18.7%)","16.7%","18.7%",
"34","New Jersey","34025","Monmouth","2021","19.7%","","(16.8% - 22.7%)","16.8%","22.7%",
"34","New Jersey","34027","Morris","2020","16.2%","","(15.3% - 17.1%)","15.3%","17.1%",
"34","New Jersey","34027","Morris","2021","18.2%","","(15.6% - 21.4%)","15.6%","21.4%",
"34","New Jersey","34029","Ocean","2020","19.0%","","(18.0% - 20.2%)","18.0%","20.2%",
"34","New Jersey","34029","Ocean","2021","22.8%","","(19.4% - 26.4%)","19.4%","26.4%",
"34","New Jersey","34031","Passaic","2020","17.1%","","(16.4% - 18.0%)","16.4%","18.0%",
"34","New Jersey","34031","Passaic","2021","16.5%","","(14.1% - 19.0%)","14.1%","19.0%",
"34","New Jersey","34033","Salem","2020","20.9%","","(19.8% - 22.0%)","19.8%","22.0%",
"34","New Jersey","34033","Salem","2021","22.6%","","(18.7% - 26.7%)","18.7%","26.7%",
"34","New Jersey","34035","Somerset","2020","15.9%","","(15.1% - 16.7%)","15.1%","16.7%",
"34","New Jersey","34035","Somerset","2021","16.6%","","(13.8% - 19.6%)","13.8%","19.6%",
"34","New Jersey","34037","Sussex","2020","19.6%","","(18.5% - 20.8%)","18.5%","20.8%",
"34","New Jersey","34037","Sussex","2021","21.4%","","(17.9% - 25.4%)","17.9%","25.4%",
"34","New Jersey","34039","Union","2020","15.8%","","(15.1% - 16.5%)","15.1%","16.5%",
"34","New Jersey","34039","Union","2021","16.7%","","(14.3% - 19.4%)","14.3%","19.4%",
"34","New Jersey","34041","Warren","2020","18.5%","","(17.4% - 19.5%)","17.4%","19.5%",
"34","New Jersey","34041","Warren","2021","21.6%","","(18.1% - 25.7%)","18.1%","25.7%",
"35","New Mexico","35001","Bernalillo","2019","17.4%","","(16.6% - 18.3%)","16.6%","18.3%",
"35","New Mexico","35001","Bernalillo","2020","19.3%","","(18.4% - 20.3%)","18.4%","20.3%",
"35","New Mexico","35001","Bernalillo","2021","23.1%","","(20.4% - 25.9%)","20.4%","25.9%",
"35","New Mexico","35003","Catron","2019","19.2%","","(18.4% - 20.1%)","18.4%","20.1%",
"35","New Mexico","35003","Catron","2020","21.1%","","(20.1% - 22.1%)","20.1%","22.1%",
"35","New Mexico","35003","Catron","2021","23.4%","","(19.2% - 27.9%)","19.2%","27.9%",
"35","New Mexico","35005","Chaves","2019","18.0%","","(17.1% - 19.1%)","17.1%","19.1%",
"35","New Mexico","35005","Chaves","2020","19.8%","","(18.8% - 20.9%)","18.8%","20.9%",
"35","New Mexico","35005","Chaves","2021","22.1%","","(18.6% - 26.0%)","18.6%","26.0%",
"35","New Mexico","35006","Cibola","2019","18.9%","","(18.1% - 19.7%)","18.1%","19.7%",
"35","New Mexico","35006","Cibola","2020","20.7%","","(19.9% - 21.6%)","19.9%","21.6%",
"35","New Mexico","35006","Cibola","2021","20.1%","","(17.0% - 23.5%)","17.0%","23.5%",
"35","New Mexico","35007","Colfax","2019","17.6%","","(16.7% - 18.6%)","16.7%","18.6%",
"35","New Mexico","35007","Colfax","2020","19.4%","","(18.4% - 20.4%)","18.4%","20.4%",
"35","New Mexico","35007","Colfax","2021","22.0%","","(18.2% - 26.2%)","18.2%","26.2%",
"35","New Mexico","35009","Curry","2019","17.6%","","(16.8% - 18.5%)","16.8%","18.5%",
"35","New Mexico","35009","Curry","2020","18.9%","","(18.0% - 19.8%)","18.0%","19.8%",
"35","New Mexico","35009","Curry","2021","20.2%","","(16.9% - 23.6%)","16.9%","23.6%",
"35","New Mexico","35011","De Baca","2019","18.4%","","(17.4% - 19.5%)","17.4%","19.5%",
"35","New Mexico","35011","De Baca","2020","19.8%","","(18.9% - 20.9%)","18.9%","20.9%",
"35","New Mexico","35011","De Baca","2021","21.8%","","(17.7% - 26.2%)","17.7%","26.2%",
"35","New Mexico","35013","Dona Ana","2019","17.3%","","(16.2% - 18.4%)","16.2%","18.4%",
"35","New Mexico","35013","Dona Ana","2020","19.0%","","(18.0% - 20.1%)","18.0%","20.1%",
"35","New Mexico","35013","Dona Ana","2021","20.1%","","(17.3% - 23.5%)","17.3%","23.5%",
"35","New Mexico","35015","Eddy","2019","16.6%","","(15.8% - 17.5%)","15.8%","17.5%",
"35","New Mexico","35015","Eddy","2020","17.9%","","(17.0% - 18.9%)","17.0%","18.9%",
"35","New Mexico","35015","Eddy","2021","19.8%","","(16.3% - 23.5%)","16.3%","23.5%",
"35","New Mexico","35017","Grant","2019","16.7%","","(15.8% - 17.7%)","15.8%","17.7%",
"35","New Mexico","35017","Grant","2020","18.7%","","(17.8% - 19.7%)","17.8%","19.7%",
"35","New Mexico","35017","Grant","2021","21.1%","","(18.0% - 25.1%)","18.0%","25.1%",
"35","New Mexico","35019","Guadalupe","2019","15.2%","","(14.3% - 16.1%)","14.3%","16.1%",
"35","New Mexico","35019","Guadalupe","2020","16.1%","","(15.2% - 17.0%)","15.2%","17.0%",
"35","New Mexico","35019","Guadalupe","2021","17.4%","","(14.1% - 21.3%)","14.1%","21.3%",
"35","New Mexico","35021","Harding","2019","17.0%","","(16.0% - 18.0%)","16.0%","18.0%",
"35","New Mexico","35021","Harding","2020","19.1%","","(18.1% - 20.2%)","18.1%","20.2%",
"35","New Mexico","35021","Harding","2021","21.3%","","(17.4% - 25.9%)","17.4%","25.9%",
"35","New Mexico","35023","Hidalgo","2019","17.4%","","(16.5% - 18.4%)","16.5%","18.4%",
"35","New Mexico","35023","Hidalgo","2020","18.7%","","(17.7% - 19.8%)","17.7%","19.8%",
"35","New Mexico","35023","Hidalgo","2021","20.3%","","(16.6% - 24.3%)","16.6%","24.3%",
"35","New Mexico","35025","Lea","2019","17.1%","","(16.1% - 18.1%)","16.1%","18.1%",
"35","New Mexico","35025","Lea","2020","18.4%","","(17.4% - 19.4%)","17.4%","19.4%",
"35","New Mexico","35025","Lea","2021","19.8%","","(16.6% - 23.3%)","16.6%","23.3%",
"35","New Mexico","35027","Lincoln","2019","17.5%","","(16.7% - 18.4%)","16.7%","18.4%",
"35","New Mexico","35027","Lincoln","2020","18.4%","","(17.5% - 19.3%)","17.5%","19.3%",
"35","New Mexico","35027","Lincoln","2021","22.3%","","(18.5% - 26.5%)","18.5%","26.5%",
"35","New Mexico","35028","Los Alamos","2019","16.2%","","(15.4% - 17.0%)","15.4%","17.0%",
"35","New Mexico","35028","Los Alamos","2020","16.8%","","(15.9% - 17.7%)","15.9%","17.7%",
"35","New Mexico","35028","Los Alamos","2021","17.9%","","(14.7% - 21.6%)","14.7%","21.6%",
"35","New Mexico","35029","Luna","2019","18.2%","","(17.0% - 19.4%)","17.0%","19.4%",
"35","New Mexico","35029","Luna","2020","19.4%","","(18.3% - 20.5%)","18.3%","20.5%",
"35","New Mexico","35029","Luna","2021","21.0%","","(17.3% - 25.1%)","17.3%","25.1%",
"35","New Mexico","35031","McKinley","2019","19.9%","","(18.8% - 21.0%)","18.8%","21.0%",
"35","New Mexico","35031","McKinley","2020","18.8%","","(17.7% - 20.0%)","17.7%","20.0%",
"35","New Mexico","35031","McKinley","2021","20.2%","","(17.0% - 23.6%)","17.0%","23.6%",
"35","New Mexico","35033","Mora","2019","16.0%","","(15.1% - 17.1%)","15.1%","17.1%",
"35","New Mexico","35033","Mora","2020","16.4%","","(15.4% - 17.3%)","15.4%","17.3%",
"35","New Mexico","35033","Mora","2021","18.2%","","(14.8% - 22.3%)","14.8%","22.3%",
"35","New Mexico","35035","Otero","2019","17.7%","","(16.9% - 18.6%)","16.9%","18.6%",
"35","New Mexico","35035","Otero","2020","19.6%","","(18.8% - 20.5%)","18.8%","20.5%",
"35","New Mexico","35035","Otero","2021","20.9%","","(16.9% - 25.0%)","16.9%","25.0%",
"35","New Mexico","35037","Quay","2019","18.3%","","(17.3% - 19.2%)","17.3%","19.2%",
"35","New Mexico","35037","Quay","2020","19.6%","","(18.7% - 20.6%)","18.7%","20.6%",
"35","New Mexico","35037","Quay","2021","21.2%","","(17.2% - 25.4%)","17.2%","25.4%",
"35","New Mexico","35039","Rio Arriba","2019","16.9%","","(15.9% - 17.9%)","15.9%","17.9%",
"35","New Mexico","35039","Rio Arriba","2020","18.7%","","(17.8% - 19.7%)","17.8%","19.7%",
"35","New Mexico","35039","Rio Arriba","2021","18.4%","","(15.3% - 21.8%)","15.3%","21.8%",
"35","New Mexico","35041","Roosevelt","2019","18.1%","","(17.2% - 19.0%)","17.2%","19.0%",
"35","New Mexico","35041","Roosevelt","2020","19.6%","","(18.7% - 20.6%)","18.7%","20.6%",
"35","New Mexico","35041","Roosevelt","2021","21.4%","","(18.1% - 25.9%)","18.1%","25.9%",
"35","New Mexico","35045","San Juan","2019","19.6%","","(18.8% - 20.4%)","18.8%","20.4%",
"35","New Mexico","35045","San Juan","2020","20.6%","","(19.8% - 21.4%)","19.8%","21.4%",
"35","New Mexico","35045","San Juan","2021","20.4%","","(17.8% - 23.2%)","17.8%","23.2%",
"35","New Mexico","35047","San Miguel","2019","16.1%","","(15.1% - 17.2%)","15.1%","17.2%",
"35","New Mexico","35047","San Miguel","2020","17.0%","","(16.0% - 18.1%)","16.0%","18.1%",
"35","New Mexico","35047","San Miguel","2021","19.9%","","(16.2% - 23.5%)","16.2%","23.5%",
"35","New Mexico","35043","Sandoval","2019","16.5%","","(15.7% - 17.3%)","15.7%","17.3%",
"35","New Mexico","35043","Sandoval","2020","18.3%","","(17.5% - 19.1%)","17.5%","19.1%",
"35","New Mexico","35043","Sandoval","2021","19.2%","","(16.0% - 22.6%)","16.0%","22.6%",
"35","New Mexico","35049","Santa Fe","2019","16.8%","","(15.8% - 17.8%)","15.8%","17.8%",
"35","New Mexico","35049","Santa Fe","2020","19.1%","","(18.2% - 20.1%)","18.2%","20.1%",
"35","New Mexico","35049","Santa Fe","2021","21.6%","","(18.8% - 24.8%)","18.8%","24.8%",
"35","New Mexico","35051","Sierra","2019","18.5%","","(17.5% - 19.5%)","17.5%","19.5%",
"35","New Mexico","35051","Sierra","2020","20.2%","","(19.2% - 21.2%)","19.2%","21.2%",
"35","New Mexico","35051","Sierra","2021","21.6%","","(17.8% - 26.0%)","17.8%","26.0%",
"35","New Mexico","35053","Socorro","2019","17.4%","","(16.5% - 18.4%)","16.5%","18.4%",
"35","New Mexico","35053","Socorro","2020","18.6%","","(17.7% - 19.4%)","17.7%","19.4%",
"35","New Mexico","35053","Socorro","2021","20.7%","","(17.1% - 24.8%)","17.1%","24.8%",
"35","New Mexico","35055","Taos","2019","16.9%","","(16.0% - 17.9%)","16.0%","17.9%",
"35","New Mexico","35055","Taos","2020","18.1%","","(17.2% - 19.0%)","17.2%","19.0%",
"35","New Mexico","35055","Taos","2021","19.0%","","(15.7% - 22.5%)","15.7%","22.5%",
"35","New Mexico","35057","Torrance","2019","18.0%","","(17.1% - 18.9%)","17.1%","18.9%",
"35","New Mexico","35057","Torrance","2020","19.4%","","(18.4% - 20.3%)","18.4%","20.3%",
"35","New Mexico","35057","Torrance","2021","21.0%","","(17.3% - 25.1%)","17.3%","25.1%",
"35","New Mexico","35059","Union","2019","16.6%","","(15.7% - 17.5%)","15.7%","17.5%",
"35","New Mexico","35059","Union","2020","17.7%","","(16.8% - 18.5%)","16.8%","18.5%",
"35","New Mexico","35059","Union","2021","20.1%","","(16.6% - 24.0%)","16.6%","24.0%",
"35","New Mexico","35061","Valencia","2019","16.4%","","(15.5% - 17.4%)","15.5%","17.4%",
"35","New Mexico","35061","Valencia","2020","18.3%","","(17.4% - 19.3%)","17.4%","19.3%",
"35","New Mexico","35061","Valencia","2021","21.0%","","(17.4% - 24.8%)","17.4%","24.8%",
"36","New York","36001","Albany","2019","18.5%","","(17.5% - 19.5%)","17.5%","19.5%",
"36","New York","36001","Albany","2020","19.4%","","(18.3% - 20.5%)","18.3%","20.5%",
"36","New York","36001","Albany","2021","23.5%","","(21.3% - 26.0%)","21.3%","26.0%",
"36","New York","36003","Allegany","2019","22.7%","","(21.5% - 23.9%)","21.5%","23.9%",
"36","New York","36003","Allegany","2020","22.0%","","(20.7% - 23.5%)","20.7%","23.5%",
"36","New York","36003","Allegany","2021","24.7%","","(21.3% - 28.2%)","21.3%","28.2%",
"36","New York","36005","Bronx","2019","16.0%","","(15.1% - 17.0%)","15.1%","17.0%",
"36","New York","36005","Bronx","2020","16.7%","","(15.9% - 17.7%)","15.9%","17.7%",
"36","New York","36005","Bronx","2021","18.8%","","(16.7% - 21.1%)","16.7%","21.1%",
"36","New York","36007","Broome","2019","22.5%","","(21.3% - 23.7%)","21.3%","23.7%",
"36","New York","36007","Broome","2020","22.3%","","(21.2% - 23.6%)","21.2%","23.6%",
"36","New York","36007","Broome","2021","25.1%","","(22.3% - 28.0%)","22.3%","28.0%",
"36","New York","36009","Cattaraugus","2019","22.2%","","(20.8% - 23.5%)","20.8%","23.5%",
"36","New York","36009","Cattaraugus","2020","22.6%","","(21.2% - 24.0%)","21.2%","24.0%",
"36","New York","36009","Cattaraugus","2021","26.7%","","(23.3% - 30.3%)","23.3%","30.3%",
"36","New York","36011","Cayuga","2019","21.6%","","(20.3% - 23.0%)","20.3%","23.0%",
"36","New York","36011","Cayuga","2020","21.5%","","(20.2% - 22.9%)","20.2%","22.9%",
"36","New York","36011","Cayuga","2021","22.4%","","(19.3% - 25.4%)","19.3%","25.4%",
"36","New York","36013","Chautauqua","2019","22.1%","","(20.9% - 23.4%)","20.9%","23.4%",
"36","New York","36013","Chautauqua","2020","22.9%","","(21.6% - 24.2%)","21.6%","24.2%",
"36","New York","36013","Chautauqua","2021","26.6%","","(23.4% - 30.1%)","23.4%","30.1%",
"36","New York","36015","Chemung","2019","20.4%","","(19.3% - 21.7%)","19.3%","21.7%",
"36","New York","36015","Chemung","2020","21.5%","","(20.2% - 22.9%)","20.2%","22.9%",
"36","New York","36015","Chemung","2021","27.4%","","(24.2% - 30.6%)","24.2%","30.6%",
"36","New York","36017","Chenango","2019","21.6%","","(20.3% - 22.9%)","20.3%","22.9%",
"36","New York","36017","Chenango","2020","21.4%","","(20.1% - 22.9%)","20.1%","22.9%",
"36","New York","36017","Chenango","2021","24.3%","","(21.1% - 27.6%)","21.1%","27.6%",
"36","New York","36019","Clinton","2019","21.5%","","(20.2% - 22.8%)","20.2%","22.8%",
"36","New York","36019","Clinton","2020","22.3%","","(21.1% - 23.6%)","21.1%","23.6%",
"36","New York","36019","Clinton","2021","26.3%","","(23.2% - 29.8%)","23.2%","29.8%",
"36","New York","36021","Columbia","2019","18.7%","","(17.6% - 20.0%)","17.6%","20.0%",
"36","New York","36021","Columbia","2020","21.8%","","(20.5% - 23.1%)","20.5%","23.1%",
"36","New York","36021","Columbia","2021","24.8%","","(22.2% - 27.6%)","22.2%","27.6%",
"36","New York","36023","Cortland","2019","21.4%","","(20.1% - 22.8%)","20.1%","22.8%",
"36","New York","36023","Cortland","2020","21.7%","","(20.4% - 23.1%)","20.4%","23.1%",
"36","New York","36023","Cortland","2021","25.7%","","(22.4% - 28.9%)","22.4%","28.9%",
"36","New York","36025","Delaware","2019","21.2%","","(20.0% - 22.5%)","20.0%","22.5%",
"36","New York","36025","Delaware","2020","20.8%","","(19.6% - 22.1%)","19.6%","22.1%",
"36","New York","36025","Delaware","2021","24.8%","","(21.5% - 28.4%)","21.5%","28.4%",
"36","New York","36027","Dutchess","2019","19.2%","","(18.2% - 20.2%)","18.2%","20.2%",
"36","New York","36027","Dutchess","2020","18.9%","","(17.9% - 19.9%)","17.9%","19.9%",
"36","New York","36027","Dutchess","2021","21.5%","","(18.7% - 24.6%)","18.7%","24.6%",
"36","New York","36029","Erie","2019","20.8%","","(19.8% - 21.9%)","19.8%","21.9%",
"36","New York","36029","Erie","2020","20.6%","","(19.6% - 21.8%)","19.6%","21.8%",
"36","New York","36029","Erie","2021","24.6%","","(22.0% - 27.4%)","22.0%","27.4%",
"36","New York","36031","Essex","2019","19.9%","","(18.6% - 21.2%)","18.6%","21.2%",
"36","New York","36031","Essex","2020","20.6%","","(19.3% - 21.9%)","19.3%","21.9%",
"36","New York","36031","Essex","2021","23.8%","","(20.6% - 27.4%)","20.6%","27.4%",
"36","New York","36033","Franklin","2019","20.3%","","(19.2% - 21.5%)","19.2%","21.5%",
"36","New York","36033","Franklin","2020","21.1%","","(20.0% - 22.4%)","20.0%","22.4%",
"36","New York","36033","Franklin","2021","23.9%","","(21.0% - 27.0%)","21.0%","27.0%",
"36","New York","36035","Fulton","2019","23.5%","","(22.2% - 24.9%)","22.2%","24.9%",
"36","New York","36035","Fulton","2020","22.0%","","(20.6% - 23.3%)","20.6%","23.3%",
"36","New York","36035","Fulton","2021","27.4%","","(24.4% - 30.7%)","24.4%","30.7%",
"36","New York","36037","Genesee","2019","20.8%","","(19.6% - 22.1%)","19.6%","22.1%",
"36","New York","36037","Genesee","2020","21.3%","","(20.1% - 22.5%)","20.1%","22.5%",
"36","New York","36037","Genesee","2021","25.8%","","(22.7% - 28.9%)","22.7%","28.9%",
"36","New York","36039","Greene","2019","20.2%","","(19.1% - 21.4%)","19.1%","21.4%",
"36","New York","36039","Greene","2020","20.8%","","(19.5% - 22.1%)","19.5%","22.1%",
"36","New York","36039","Greene","2021","23.0%","","(19.7% - 26.5%)","19.7%","26.5%",
"36","New York","36041","Hamilton","2019","22.3%","","(20.8% - 23.9%)","20.8%","23.9%",
"36","New York","36041","Hamilton","2020","22.4%","","(20.9% - 24.0%)","20.9%","24.0%",
"36","New York","36041","Hamilton","2021","22.6%","","(19.4% - 26.1%)","19.4%","26.1%",
"36","New York","36043","Herkimer","2019","22.2%","","(20.9% - 23.6%)","20.9%","23.6%",
"36","New York","36043","Herkimer","2020","22.2%","","(21.0% - 23.6%)","21.0%","23.6%",
"36","New York","36043","Herkimer","2021","24.4%","","(21.1% - 27.7%)","21.1%","27.7%",
"36","New York","36045","Jefferson","2019","21.1%","","(20.1% - 22.2%)","20.1%","22.2%",
"36","New York","36045","Jefferson","2020","21.7%","","(20.6% - 22.9%)","20.6%","22.9%",
"36","New York","36045","Jefferson","2021","23.3%","","(20.9% - 25.9%)","20.9%","25.9%",
"36","New York","36047","Kings","2019","15.1%","","(14.4% - 15.8%)","14.4%","15.8%",
"36","New York","36047","Kings","2020","16.1%","","(15.3% - 16.9%)","15.3%","16.9%",
"36","New York","36047","Kings","2021","17.8%","","(16.1% - 19.6%)","16.1%","19.6%",
"36","New York","36049","Lewis","2019","21.3%","","(20.1% - 22.9%)","20.1%","22.9%",
"36","New York","36049","Lewis","2020","22.3%","","(21.1% - 23.6%)","21.1%","23.6%",
"36","New York","36049","Lewis","2021","22.7%","","(19.6% - 26.1%)","19.6%","26.1%",
"36","New York","36051","Livingston","2019","21.0%","","(19.7% - 22.3%)","19.7%","22.3%",
"36","New York","36051","Livingston","2020","21.5%","","(20.3% - 23.0%)","20.3%","23.0%",
"36","New York","36051","Livingston","2021","24.2%","","(21.1% - 27.5%)","21.1%","27.5%",
"36","New York","36053","Madison","2019","20.5%","","(19.2% - 21.8%)","19.2%","21.8%",
"36","New York","36053","Madison","2020","21.6%","","(20.3% - 23.0%)","20.3%","23.0%",
