OBJECTID,DATE,Allegany,Anne_Arundel,Baltimore,Baltimore_City,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Frederick,Garrett,Harford,Howard,Kent,Montgomery,Prince_Georges,Queen_Annes,Somerset,St_Marys,Talbot,Washington,Wicomico,Worcester,Unknown
310,2021/01/18 10:00:00+00,5891,30174,44207,35773,3051,1652,6348,4403,7264,1844,14325,1719,10314,13525,943,54525,63258,2187,2084,4103,1508,10549,5745,2822,0
311,2021/01/19 10:00:00+00,5956,30355,44391,35941,3099,1665,6397,4438,7303,1864,14447,1728,10396,13592,949,54835,63592,2196,2109,4161,1525,10625,5791,2831,0
312,2021/01/20 10:00:00+00,5982,30616,44639,36055,3119,1684,6427,4487,7349,1877,14574,1737,10476,13657,956,55203,63994,2210,2121,4234,1543,10730,5832,2851,0
313,2021/01/21 10:00:00+00,5993,30847,44944,36283,3153,1693,6478,4523,7412,1899,14693,1741,10541,13744,964,55531,64355,2218,2127,4256,1555,10814,5878,2877,0
314,2021/01/22 10:00:00+00,6015,31125,45197,36453,3177,1735,6533,4553,7470,1908,14817,1750,10649,13860,982,55951,64764,2257,2140,4303,1568,10869,5922,2917,0
315,2021/01/23 10:00:00+00,6033,31396,45459,36688,3226,1755,6571,4587,7551,1955,14925,1753,10736,13954,993,56328,65151,2279,2161,4334,1585,10948,5991,2948,0
316,2021/01/24 10:00:00+00,6068,31599,45671,36886,3254,1764,6622,4606,7609,1962,15046,1759,10821,14028,1007,56729,65562,2287,2168,4374,1597,11006,6053,2974,0
317,2021/01/25 10:00:00+00,6095,31764,45847,37023,3271,1771,6649,4629,7667,1969,15113,1760,10896,14077,1013,57129,65865,2298,2173,4396,1605,11048,6097,2983,0
318,2021/01/26 10:00:00+00,6106,31909,46027,37087,3289,1806,6697,4640,7719,2009,15216,1764,10957,14138,1014,57326,66159,2305,2200,4411,1613,11102,6140,2986,0
319,2021/01/27 10:00:00+00,6119,32093,46254,37281,3304,1824,6750,4674,7786,2017,15239,1765,11039,14250,1021,57685,66535,2312,2208,4448,1622,11153,6172,3008,0
320,2021/01/28 10:00:00+00,6134,32362,46618,37464,3340,1833,6808,4690,7833,2031,15342,1782,11127,14330,1023,58011,66888,2328,2222,4489,1635,11228,6213,3018,0
321,2021/01/29 10:00:00+00,6143,32535,46843,37625,3373,1859,6861,4709,7909,2040,15447,1789,11186,14408,1027,58308,67262,2338,2228,4517,1646,11307,6232,3037,0
322,2021/01/30 10:00:00+00,6175,32737,47111,37771,3392,1874,6890,4745,7965,2074,15531,1790,11287,14496,1033,58710,67583,2363,2239,4558,1673,11376,6297,3056,0
323,2021/01/31 10:00:00+00,6198,32906,47341,37951,3410,1888,6954,4757,8022,2089,15615,1794,11368,14572,1046,58965,67883,2367,2247,4569,1679,11442,6334,3076,0
324,2021/02/01 10:00:00+00,6205,33044,47502,38024,3428,1899,6983,4767,8060,2103,15646,1798,11411,14631,1048,59155,68102,2370,2253,4611,1691,11471,6352,3082,0
325,2021/02/02 10:00:00+00,6212,33111,47608,38120,3438,1902,7001,4776,8087,2106,15722,1798,11450,14656,1053,59292,68295,2378,2261,4618,1707,11494,6371,3085,0
326,2021/02/03 10:00:00+00,6218,33194,47735,38194,3446,1904,7017,4784,8126,2113,15759,1800,11481,14704,1056,59439,68490,2386,2268,4636,1716,11521,6403,3093,0
327,2021/02/04 10:00:00+00,6239,33362,47890,38311,3465,1915,7041,4797,8184,2124,15845,1805,11526,14767,1059,59782,68772,2391,2279,4661,1722,11570,6427,3103,0
328,2021/02/05 10:00:00+00,6249,33557,48081,38432,3485,1924,7078,4818,8232,2134,15910,1807,11567,14826,1061,60040,69059,2406,2286,4697,1731,11620,6469,3115,0
